ele,time,extensions/TrackPointExtension/hr/__text,extensions/TrackPointExtension/cad/__text,_lat,_lon,,,,,
1551.2,2016-09-02T15:47:32Z,157,85,34.802963,-107.010923,,,,,
1551.2,2016-09-02T15:47:33Z,156,87,34.803005,-107.011032,,,,,
1551.4,2016-09-02T15:47:34Z,156,85,34.803048,-107.011141,,,,,
1551.2,2016-09-02T15:47:35Z,156,86,34.803091,-107.01125,,,,,
1551.8,2016-09-02T15:47:36Z,157,87,34.803134,-107.01136,,,,,
1551.8,2016-09-02T15:47:37Z,157,87,34.803179,-107.011471,,,,,
1551.8,2016-09-02T15:47:38Z,157,87,34.803223,-107.011582,,,,,
1551.8,2016-09-02T15:47:39Z,157,86,34.803267,-107.011693,,,,,
1551.8,2016-09-02T15:47:40Z,157,87,34.803313,-107.011804,,,,,
1551.8,2016-09-02T15:47:41Z,157,87,34.803356,-107.011916,,,,,
1551.8,2016-09-02T15:47:42Z,156,87,34.8034,-107.012027,,,,,
1552,2016-09-02T15:47:43Z,156,86,34.803443,-107.012136,,,,,
1551.8,2016-09-02T15:47:44Z,157,87,34.803485,-107.012245,,,,,
1552,2016-09-02T15:47:45Z,156,85,34.803526,-107.012354,,,,,
1552.2,2016-09-02T15:47:46Z,156,85,34.80357,-107.012465,,,,,
1552,2016-09-02T15:47:47Z,156,87,34.803613,-107.012575,,,,,
1552,2016-09-02T15:47:48Z,156,87,34.803655,-107.012685,,,,,
1552.2,2016-09-02T15:47:49Z,156,87,34.803698,-107.012794,,,,,
1552.2,2016-09-02T15:47:50Z,156,85,34.803742,-107.012902,,,,,
1552.4,2016-09-02T15:47:51Z,156,87,34.803786,-107.013011,,,,,
1552.8,2016-09-02T15:47:52Z,156,87,34.803829,-107.013121,,,,,
1552.8,2016-09-02T15:47:53Z,156,85,34.803873,-107.01323,,,,,
1552.8,2016-09-02T15:47:54Z,156,87,34.803916,-107.01334,,,,,
1553,2016-09-02T15:47:55Z,155,89,34.803959,-107.013451,,,,,
1552.6,2016-09-02T15:47:56Z,155,84,34.804001,-107.01356,,,,,
1552.6,2016-09-02T15:47:57Z,155,84,34.804043,-107.013667,,,,,
1552.6,2016-09-02T15:47:58Z,154,86,34.804086,-107.013775,,,,,
1552.2,2016-09-02T15:47:59Z,154,86,34.80413,-107.013884,,,,,
1552.2,2016-09-02T15:48:00Z,154,85,34.804173,-107.013994,,,,,
1552.4,2016-09-02T15:48:01Z,154,86,34.804216,-107.014106,,,,,
1552.4,2016-09-02T15:48:02Z,154,84,34.804259,-107.014215,,,,,
1552.4,2016-09-02T15:48:03Z,154,87,34.804301,-107.014324,,,,,
1553,2016-09-02T15:48:04Z,154,83,34.804344,-107.014432,,,,,
1553.2,2016-09-02T15:48:05Z,154,84,34.804388,-107.014539,,,,,
1553,2016-09-02T15:48:06Z,154,84,34.804431,-107.014645,,,,,
1552.6,2016-09-02T15:48:07Z,154,85,34.804474,-107.014752,,,,,
1552.6,2016-09-02T15:48:08Z,154,83,34.804517,-107.014859,,,,,
1553,2016-09-02T15:48:09Z,155,83,34.804559,-107.014968,,,,,
1552.8,2016-09-02T15:48:10Z,154,86,34.804601,-107.015077,,,,,
1553,2016-09-02T15:48:11Z,154,84,34.804644,-107.015186,,,,,
1553,2016-09-02T15:48:12Z,154,88,34.804687,-107.015295,,,,,
1553.2,2016-09-02T15:48:13Z,154,85,34.80473,-107.015405,,,,,
1553.4,2016-09-02T15:48:14Z,155,86,34.804773,-107.015515,,,,,
1553.4,2016-09-02T15:48:15Z,155,85,34.804816,-107.015625,,,,,
1553,2016-09-02T15:48:16Z,155,90,34.804859,-107.015735,,,,,
1553.4,2016-09-02T15:48:17Z,155,83,34.804904,-107.015843,,,,,
1553.6,2016-09-02T15:48:18Z,155,87,34.804948,-107.015953,,,,,
1553.8,2016-09-02T15:48:19Z,154,85,34.804991,-107.016063,,,,,
1553.4,2016-09-02T15:48:20Z,154,87,34.805033,-107.016173,,,,,
1553.6,2016-09-02T15:48:21Z,154,85,34.805075,-107.016281,,,,,
1553.8,2016-09-02T15:48:22Z,154,83,34.805118,-107.016389,,,,,
1553.6,2016-09-02T15:48:23Z,154,85,34.805161,-107.016494,,,,,
1553.6,2016-09-02T15:48:24Z,154,86,34.805204,-107.016601,,,,,
1553.6,2016-09-02T15:48:25Z,154,83,34.805246,-107.016709,,,,,
1553.6,2016-09-02T15:48:26Z,154,83,34.805288,-107.016816,,,,,
1553.6,2016-09-02T15:48:27Z,154,85,34.805329,-107.016923,,,,,
1553.8,2016-09-02T15:48:28Z,153,84,34.80537,-107.017031,,,,,
1554,2016-09-02T15:48:29Z,153,85,34.805412,-107.017138,,,,,
1554,2016-09-02T15:48:30Z,153,84,34.805455,-107.017246,,,,,
1554,2016-09-02T15:48:31Z,153,84,34.805498,-107.017354,,,,,
1554,2016-09-02T15:48:32Z,153,84,34.80554,-107.017462,,,,,
1554.2,2016-09-02T15:48:33Z,152,84,34.805582,-107.01757,,,,,
1554,2016-09-02T15:48:34Z,152,85,34.805624,-107.017677,,,,,
1554.2,2016-09-02T15:48:35Z,152,82,34.805666,-107.017783,,,,,
1554.6,2016-09-02T15:48:36Z,152,83,34.805708,-107.017889,,,,,
1554.2,2016-09-02T15:48:37Z,153,85,34.805749,-107.017995,,,,,
1554.2,2016-09-02T15:48:38Z,153,85,34.805791,-107.018103,,,,,
1554,2016-09-02T15:48:39Z,153,84,34.805833,-107.01821,,,,,
1554.4,2016-09-02T15:48:40Z,153,84,34.805876,-107.018318,,,,,
1554.4,2016-09-02T15:48:41Z,153,79,34.805919,-107.018426,,,,,
1554.2,2016-09-02T15:48:42Z,153,87,34.805961,-107.018533,,,,,
1554,2016-09-02T15:48:43Z,153,82,34.806003,-107.018642,,,,,
1554.2,2016-09-02T15:48:44Z,153,84,34.806046,-107.01875,,,,,
1554.4,2016-09-02T15:48:45Z,153,84,34.806088,-107.018857,,,,,
1554.8,2016-09-02T15:48:46Z,153,86,34.80613,-107.018965,,,,,
1554.6,2016-09-02T15:48:47Z,153,83,34.806172,-107.019072,,,,,
1554.4,2016-09-02T15:48:48Z,153,83,34.806216,-107.019179,,,,,
1554.6,2016-09-02T15:48:49Z,153,85,34.806258,-107.019286,,,,,
1554.6,2016-09-02T15:48:50Z,152,84,34.8063,-107.019394,,,,,
1554.8,2016-09-02T15:48:51Z,152,86,34.806343,-107.019501,,,,,
1554.8,2016-09-02T15:48:52Z,152,84,34.806386,-107.019608,,,,,
1554.8,2016-09-02T15:48:53Z,153,84,34.806429,-107.019715,,,,,
1555,2016-09-02T15:48:54Z,153,83,34.806472,-107.019822,,,,,
1555,2016-09-02T15:48:55Z,153,85,34.806516,-107.01993,,,,,
1555.2,2016-09-02T15:48:56Z,152,84,34.806559,-107.020038,,,,,
1555.4,2016-09-02T15:48:57Z,152,84,34.806602,-107.020145,,,,,
1555,2016-09-02T15:48:58Z,152,85,34.806645,-107.020253,,,,,
1555.8,2016-09-02T15:48:59Z,152,85,34.806687,-107.020361,,,,,
1555.8,2016-09-02T15:49:00Z,151,84,34.806729,-107.020469,,,,,
1555.6,2016-09-02T15:49:01Z,152,84,34.80677,-107.020576,,,,,
1555.4,2016-09-02T15:49:02Z,151,84,34.806813,-107.020681,,,,,
1556,2016-09-02T15:49:03Z,151,83,34.806856,-107.020786,,,,,
1556.2,2016-09-02T15:49:04Z,151,82,34.8069,-107.020891,,,,,
1556,2016-09-02T15:49:05Z,151,83,34.806942,-107.020998,,,,,
1556.2,2016-09-02T15:49:06Z,151,83,34.806984,-107.021105,,,,,
1556.8,2016-09-02T15:49:07Z,151,83,34.807026,-107.021211,,,,,
1556.6,2016-09-02T15:49:08Z,151,84,34.807067,-107.021316,,,,,
1556.8,2016-09-02T15:49:09Z,151,83,34.807109,-107.021421,,,,,
1556.6,2016-09-02T15:49:10Z,151,83,34.807151,-107.021527,,,,,
1556.8,2016-09-02T15:49:11Z,151,83,34.807192,-107.021632,,,,,
1556.6,2016-09-02T15:49:12Z,151,81,34.807234,-107.021736,,,,,
1556.8,2016-09-02T15:49:13Z,151,81,34.807276,-107.02184,,,,,
1557,2016-09-02T15:49:14Z,151,85,34.807318,-107.021945,,,,,
1557.2,2016-09-02T15:49:15Z,151,81,34.807361,-107.022048,,,,,
1556.8,2016-09-02T15:49:16Z,151,81,34.807403,-107.022153,,,,,
1557,2016-09-02T15:49:17Z,151,82,34.807444,-107.022258,,,,,
1556.8,2016-09-02T15:49:18Z,152,83,34.807484,-107.022363,,,,,
1556.8,2016-09-02T15:49:19Z,152,81,34.807525,-107.022468,,,,,
1556.8,2016-09-02T15:49:20Z,152,82,34.807567,-107.022572,,,,,
1557.2,2016-09-02T15:49:21Z,152,83,34.807608,-107.022678,,,,,
1557.2,2016-09-02T15:49:22Z,152,82,34.807649,-107.022784,,,,,
1557,2016-09-02T15:49:23Z,152,82,34.80769,-107.022889,,,,,
1557,2016-09-02T15:49:24Z,152,82,34.807732,-107.022994,,,,,
1557,2016-09-02T15:49:25Z,152,85,34.807775,-107.0231,,,,,
1557.6,2016-09-02T15:49:26Z,152,83,34.807817,-107.023207,,,,,
1557.8,2016-09-02T15:49:27Z,152,83,34.807859,-107.023315,,,,,
1557.8,2016-09-02T15:49:28Z,152,83,34.807901,-107.023423,,,,,
1557.4,2016-09-02T15:49:29Z,152,85,34.807944,-107.02353,,,,,
1557.6,2016-09-02T15:49:30Z,153,85,34.807988,-107.023639,,,,,
1557.8,2016-09-02T15:49:31Z,153,88,34.808031,-107.023747,,,,,
1557.4,2016-09-02T15:49:32Z,153,84,34.808075,-107.023856,,,,,
1557.6,2016-09-02T15:49:33Z,153,84,34.808119,-107.023964,,,,,
1557.6,2016-09-02T15:49:34Z,153,87,34.808162,-107.024073,,,,,
1557.8,2016-09-02T15:49:35Z,153,84,34.808205,-107.024182,,,,,
1557.6,2016-09-02T15:49:36Z,154,88,34.808248,-107.024291,,,,,
1557.8,2016-09-02T15:49:37Z,154,84,34.808291,-107.0244,,,,,
1557.8,2016-09-02T15:49:38Z,154,86,34.808335,-107.02451,,,,,
1557.6,2016-09-02T15:49:39Z,154,86,34.808378,-107.02462,,,,,
1558,2016-09-02T15:49:40Z,155,86,34.808421,-107.024729,,,,,
1558,2016-09-02T15:49:41Z,155,85,34.808465,-107.024839,,,,,
1558.2,2016-09-02T15:49:42Z,155,87,34.808507,-107.024947,,,,,
1558,2016-09-02T15:49:43Z,155,85,34.808549,-107.025056,,,,,
1558,2016-09-02T15:49:44Z,155,85,34.808591,-107.025165,,,,,
1557.8,2016-09-02T15:49:45Z,156,85,34.808635,-107.025274,,,,,
1557.6,2016-09-02T15:49:46Z,156,85,34.808678,-107.025382,,,,,
1557.6,2016-09-02T15:49:47Z,156,87,34.808721,-107.025491,,,,,
1558,2016-09-02T15:49:48Z,156,87,34.808765,-107.025601,,,,,
1558,2016-09-02T15:49:49Z,156,87,34.808809,-107.025711,,,,,
1558,2016-09-02T15:49:50Z,156,85,34.808854,-107.025821,,,,,
1558.2,2016-09-02T15:49:51Z,156,88,34.808899,-107.025932,,,,,
1558.2,2016-09-02T15:49:52Z,156,85,34.808942,-107.026043,,,,,
1558.6,2016-09-02T15:49:53Z,156,89,34.808986,-107.026156,,,,,
1558.4,2016-09-02T15:49:54Z,156,88,34.80903,-107.026268,,,,,
1558.2,2016-09-02T15:49:55Z,157,88,34.809074,-107.02638,,,,,
1558.2,2016-09-02T15:49:56Z,157,87,34.809118,-107.026491,,,,,
1558.4,2016-09-02T15:49:57Z,157,88,34.809163,-107.026602,,,,,
1558.6,2016-09-02T15:49:58Z,157,87,34.809207,-107.026714,,,,,
1558.6,2016-09-02T15:49:59Z,158,89,34.809251,-107.026826,,,,,
1558.4,2016-09-02T15:50:00Z,157,89,34.809295,-107.026937,,,,,
1558.6,2016-09-02T15:50:01Z,158,87,34.809339,-107.027048,,,,,
1559,2016-09-02T15:50:02Z,158,88,34.809383,-107.02716,,,,,
1559,2016-09-02T15:50:03Z,158,88,34.809427,-107.027272,,,,,
1558.8,2016-09-02T15:50:04Z,158,86,34.809472,-107.027385,,,,,
1558.8,2016-09-02T15:50:05Z,158,89,34.809516,-107.027499,,,,,
1558.8,2016-09-02T15:50:06Z,158,85,34.80956,-107.027612,,,,,
1558.4,2016-09-02T15:50:07Z,157,88,34.809604,-107.027724,,,,,
1558.4,2016-09-02T15:50:08Z,157,87,34.809649,-107.027835,,,,,
1558.4,2016-09-02T15:50:09Z,158,87,34.809694,-107.027945,,,,,
1558.6,2016-09-02T15:50:10Z,157,89,34.80974,-107.028055,,,,,
1559,2016-09-02T15:50:11Z,157,85,34.809784,-107.028166,,,,,
1558.8,2016-09-02T15:50:12Z,157,87,34.809828,-107.028276,,,,,
1558.8,2016-09-02T15:50:13Z,157,85,34.809871,-107.028386,,,,,
1559,2016-09-02T15:50:14Z,157,85,34.809913,-107.028496,,,,,
1558.8,2016-09-02T15:50:15Z,157,86,34.809957,-107.028604,,,,,
1558.6,2016-09-02T15:50:16Z,156,83,34.810001,-107.028712,,,,,
1558.6,2016-09-02T15:50:17Z,156,85,34.810045,-107.028821,,,,,
1558.4,2016-09-02T15:50:18Z,156,88,34.810088,-107.02893,,,,,
1558.4,2016-09-02T15:50:19Z,155,84,34.810132,-107.029037,,,,,
1558.8,2016-09-02T15:50:20Z,155,85,34.810178,-107.029144,,,,,
1558.8,2016-09-02T15:50:21Z,155,83,34.810224,-107.029251,,,,,
1558.8,2016-09-02T15:50:22Z,155,86,34.810271,-107.029356,,,,,
1558.8,2016-09-02T15:50:23Z,155,84,34.81032,-107.029458,,,,,
1559.6,2016-09-02T15:50:24Z,154,84,34.810369,-107.029558,,,,,
1559.4,2016-09-02T15:50:25Z,154,82,34.81042,-107.029658,,,,,
1559.4,2016-09-02T15:50:26Z,154,83,34.810471,-107.029758,,,,,
1559.2,2016-09-02T15:50:27Z,154,85,34.810522,-107.029856,,,,,
1559.4,2016-09-02T15:50:28Z,154,83,34.810577,-107.029953,,,,,
1559.6,2016-09-02T15:50:29Z,153,84,34.810632,-107.030051,,,,,
1559.4,2016-09-02T15:50:30Z,153,83,34.810689,-107.030148,,,,,
1559.4,2016-09-02T15:50:31Z,153,84,34.810746,-107.030244,,,,,
1559.6,2016-09-02T15:50:32Z,154,86,34.810804,-107.03034,,,,,
1559.6,2016-09-02T15:50:33Z,154,85,34.810866,-107.030434,,,,,
1560,2016-09-02T15:50:34Z,153,87,34.81093,-107.030528,,,,,
1560,2016-09-02T15:50:35Z,154,86,34.810994,-107.03062,,,,,
1560,2016-09-02T15:50:36Z,154,86,34.81106,-107.030711,,,,,
1560,2016-09-02T15:50:37Z,154,90,34.811128,-107.030801,,,,,
1559.6,2016-09-02T15:50:38Z,154,82,34.811195,-107.030892,,,,,
1559.6,2016-09-02T15:50:39Z,154,82,34.811262,-107.030983,,,,,
1559.4,2016-09-02T15:50:40Z,154,26,34.811329,-107.031072,,,,,
1559.8,2016-09-02T15:50:41Z,154,86,34.811397,-107.031159,,,,,
1559.6,2016-09-02T15:50:42Z,154,88,34.811465,-107.031246,,,,,
1559.6,2016-09-02T15:50:43Z,154,82,34.811533,-107.031331,,,,,
1559.8,2016-09-02T15:50:44Z,153,85,34.8116,-107.031416,,,,,
1560,2016-09-02T15:50:45Z,153,82,34.811668,-107.0315,,,,,
1560.6,2016-09-02T15:50:46Z,153,84,34.811735,-107.031585,,,,,
1560.8,2016-09-02T15:50:47Z,153,82,34.811802,-107.031669,,,,,
1560.4,2016-09-02T15:50:48Z,152,83,34.811868,-107.031754,,,,,
1560.8,2016-09-02T15:50:49Z,153,83,34.811935,-107.031839,,,,,
1561,2016-09-02T15:50:50Z,153,82,34.812001,-107.031922,,,,,
1561.2,2016-09-02T15:50:51Z,153,83,34.812067,-107.032006,,,,,
1561,2016-09-02T15:50:52Z,152,83,34.812133,-107.03209,,,,,
1561.2,2016-09-02T15:50:53Z,153,81,34.812199,-107.032175,,,,,
1561.2,2016-09-02T15:50:54Z,153,82,34.812266,-107.03226,,,,,
1561.4,2016-09-02T15:50:55Z,153,84,34.812332,-107.032344,,,,,
1562,2016-09-02T15:50:56Z,153,83,34.812398,-107.032429,,,,,
1561.8,2016-09-02T15:50:57Z,153,81,34.812464,-107.032513,,,,,
1561,2016-09-02T15:50:58Z,151,81,34.812529,-107.032597,,,,,
1561.4,2016-09-02T15:50:59Z,152,83,34.812595,-107.032683,,,,,
1561.6,2016-09-02T15:51:00Z,152,83,34.812661,-107.032769,,,,,
1561.6,2016-09-02T15:51:01Z,152,85,34.812728,-107.032856,,,,,
1561.4,2016-09-02T15:51:02Z,152,83,34.812796,-107.032942,,,,,
1561.2,2016-09-02T15:51:03Z,152,84,34.812863,-107.03303,,,,,
1561.2,2016-09-02T15:51:04Z,152,84,34.812931,-107.033119,,,,,
1561,2016-09-02T15:51:05Z,152,88,34.812999,-107.03321,,,,,
1560.8,2016-09-02T15:51:06Z,152,87,34.813069,-107.033301,,,,,
1560.8,2016-09-02T15:51:07Z,152,87,34.813141,-107.033392,,,,,
1560.6,2016-09-02T15:51:08Z,152,46,34.813213,-107.033482,,,,,
1560.8,2016-09-02T15:51:09Z,152,46,34.813285,-107.033574,,,,,
1560.8,2016-09-02T15:51:10Z,152,92,34.813357,-107.033667,,,,,
1560.4,2016-09-02T15:51:11Z,151,92,34.81343,-107.03376,,,,,
1560.2,2016-09-02T15:51:12Z,151,90,34.813502,-107.033853,,,,,
1560,2016-09-02T15:51:13Z,151,91,34.813574,-107.033947,,,,,
1560.2,2016-09-02T15:51:14Z,151,89,34.813645,-107.034041,,,,,
1560,2016-09-02T15:51:15Z,151,91,34.813718,-107.034135,,,,,
1560,2016-09-02T15:51:16Z,150,91,34.813789,-107.034229,,,,,
1560,2016-09-02T15:51:17Z,150,89,34.813861,-107.034324,,,,,
1560.2,2016-09-02T15:51:18Z,150,92,34.813934,-107.034418,,,,,
1560,2016-09-02T15:51:19Z,150,91,34.814008,-107.03451,,,,,
1560.4,2016-09-02T15:51:20Z,150,94,34.814082,-107.034603,,,,,
1560.6,2016-09-02T15:51:21Z,150,89,34.814155,-107.034696,,,,,
1560.2,2016-09-02T15:51:22Z,150,91,34.814228,-107.034789,,,,,
1560.2,2016-09-02T15:51:23Z,150,90,34.8143,-107.034882,,,,,
1560.4,2016-09-02T15:51:24Z,149,92,34.814372,-107.034976,,,,,
1560.2,2016-09-02T15:51:25Z,149,90,34.814443,-107.03507,,,,,
1560,2016-09-02T15:51:26Z,149,90,34.814514,-107.035164,,,,,
1560.4,2016-09-02T15:51:27Z,150,88,34.814585,-107.035256,,,,,
1560,2016-09-02T15:51:28Z,150,88,34.814656,-107.035346,,,,,
1560.4,2016-09-02T15:51:29Z,150,86,34.814726,-107.035436,,,,,
1560.6,2016-09-02T15:51:30Z,150,88,34.814796,-107.035524,,,,,
1560.4,2016-09-02T15:51:31Z,150,85,34.814865,-107.03561,,,,,
1560.4,2016-09-02T15:51:32Z,150,85,34.814933,-107.035697,,,,,
1560.6,2016-09-02T15:51:33Z,150,84,34.814999,-107.035785,,,,,
1560.8,2016-09-02T15:51:34Z,150,86,34.815067,-107.035871,,,,,
1560.8,2016-09-02T15:51:35Z,150,84,34.815135,-107.035957,,,,,
1560.6,2016-09-02T15:51:36Z,150,83,34.815204,-107.036042,,,,,
1560.4,2016-09-02T15:51:37Z,150,83,34.815274,-107.036126,,,,,
1560,2016-09-02T15:51:38Z,150,85,34.815345,-107.03621,,,,,
1560.2,2016-09-02T15:51:39Z,149,87,34.815417,-107.036294,,,,,
1560,2016-09-02T15:51:40Z,150,85,34.815491,-107.036377,,,,,
1560.4,2016-09-02T15:51:41Z,150,86,34.815567,-107.036459,,,,,
1560.4,2016-09-02T15:51:42Z,150,88,34.815643,-107.036538,,,,,
1560.4,2016-09-02T15:51:43Z,149,86,34.81572,-107.036616,,,,,
1560.4,2016-09-02T15:51:44Z,149,85,34.815797,-107.036693,,,,,
1560.6,2016-09-02T15:51:45Z,149,85,34.815875,-107.036768,,,,,
1560.8,2016-09-02T15:51:46Z,149,85,34.815952,-107.03684,,,,,
1561,2016-09-02T15:51:47Z,149,81,34.816028,-107.03691,,,,,
1561.2,2016-09-02T15:51:48Z,149,84,34.816104,-107.036977,,,,,
1561.4,2016-09-02T15:51:49Z,150,80,34.816181,-107.037042,,,,,
1561.6,2016-09-02T15:51:50Z,149,80,34.81626,-107.037107,,,,,
1562,2016-09-02T15:51:51Z,150,82,34.816339,-107.037172,,,,,
1562,2016-09-02T15:51:52Z,150,83,34.816419,-107.037235,,,,,
1562.4,2016-09-02T15:51:53Z,151,85,34.816499,-107.037298,,,,,
1562.4,2016-09-02T15:51:54Z,152,83,34.816581,-107.037361,,,,,
1562.6,2016-09-02T15:51:55Z,152,82,34.816663,-107.03742,,,,,
1562.4,2016-09-02T15:51:56Z,153,82,34.816747,-107.037478,,,,,
1562.8,2016-09-02T15:51:57Z,154,83,34.816831,-107.037535,,,,,
1563.2,2016-09-02T15:51:58Z,154,82,34.816915,-107.037592,,,,,
1563,2016-09-02T15:51:59Z,155,84,34.817001,-107.03765,,,,,
1563,2016-09-02T15:52:00Z,155,85,34.817086,-107.03771,,,,,
1562.8,2016-09-02T15:52:01Z,155,85,34.817171,-107.037771,,,,,
1562.6,2016-09-02T15:52:02Z,156,85,34.817258,-107.037832,,,,,
1562.6,2016-09-02T15:52:03Z,156,86,34.817346,-107.037891,,,,,
1562.2,2016-09-02T15:52:04Z,156,86,34.817434,-107.037951,,,,,
1562.2,2016-09-02T15:52:05Z,156,87,34.817522,-107.038011,,,,,
1562,2016-09-02T15:52:06Z,156,88,34.817612,-107.03807,,,,,
1562.2,2016-09-02T15:52:07Z,156,87,34.817702,-107.038129,,,,,
1562.2,2016-09-02T15:52:08Z,156,88,34.817794,-107.038189,,,,,
1562.2,2016-09-02T15:52:09Z,156,87,34.817884,-107.038249,,,,,
1562.2,2016-09-02T15:52:10Z,156,88,34.817975,-107.038309,,,,,
1561.8,2016-09-02T15:52:11Z,156,88,34.818065,-107.038369,,,,,
1562,2016-09-02T15:52:12Z,156,88,34.818155,-107.038429,,,,,
1562,2016-09-02T15:52:13Z,156,88,34.818244,-107.038488,,,,,
1561.8,2016-09-02T15:52:14Z,156,85,34.818332,-107.038546,,,,,
1562,2016-09-02T15:52:15Z,156,87,34.818419,-107.038604,,,,,
1562,2016-09-02T15:52:16Z,155,81,34.818504,-107.038664,,,,,
1562.4,2016-09-02T15:52:17Z,155,83,34.81859,-107.038722,,,,,
1562.4,2016-09-02T15:52:18Z,155,84,34.818675,-107.03878,,,,,
1562.2,2016-09-02T15:52:19Z,156,84,34.81876,-107.038836,,,,,
1562.4,2016-09-02T15:52:20Z,155,82,34.818844,-107.038893,,,,,
1562.6,2016-09-02T15:52:21Z,155,83,34.818926,-107.038951,,,,,
1562.6,2016-09-02T15:52:22Z,155,83,34.819008,-107.039007,,,,,
1563,2016-09-02T15:52:23Z,155,78,34.81909,-107.039062,,,,,
1563,2016-09-02T15:52:24Z,155,82,34.819174,-107.039117,,,,,
1563.4,2016-09-02T15:52:25Z,155,81,34.819257,-107.039173,,,,,
1563.8,2016-09-02T15:52:26Z,156,80,34.819339,-107.03923,,,,,
1563.6,2016-09-02T15:52:27Z,156,84,34.819421,-107.039287,,,,,
1564.2,2016-09-02T15:52:28Z,154,80,34.819502,-107.039342,,,,,
1564.6,2016-09-02T15:52:29Z,154,80,34.819584,-107.039398,,,,,
1565.2,2016-09-02T15:52:30Z,154,76,34.819666,-107.039454,,,,,
1565.4,2016-09-02T15:52:31Z,155,93,34.819747,-107.039508,,,,,
1565.6,2016-09-02T15:52:32Z,157,77,34.819828,-107.039562,,,,,
1566,2016-09-02T15:52:33Z,160,78,34.819908,-107.039615,,,,,
1566.2,2016-09-02T15:52:34Z,161,78,34.819986,-107.03967,,,,,
1566.2,2016-09-02T15:52:35Z,162,78,34.820065,-107.039724,,,,,
1566.2,2016-09-02T15:52:36Z,162,78,34.820143,-107.039778,,,,,
1566.2,2016-09-02T15:52:37Z,162,76,34.820222,-107.039833,,,,,
1566.4,2016-09-02T15:52:38Z,162,78,34.820301,-107.039887,,,,,
1566.8,2016-09-02T15:52:39Z,163,79,34.82038,-107.039942,,,,,
1566.6,2016-09-02T15:52:40Z,163,78,34.82046,-107.039995,,,,,
1567,2016-09-02T15:52:41Z,163,79,34.82054,-107.040049,,,,,
1566.8,2016-09-02T15:52:42Z,163,79,34.82062,-107.040104,,,,,
1566.6,2016-09-02T15:52:43Z,163,79,34.820703,-107.040161,,,,,
1566.8,2016-09-02T15:52:44Z,163,80,34.820784,-107.040218,,,,,
1566.6,2016-09-02T15:52:45Z,163,79,34.820866,-107.040274,,,,,
1567,2016-09-02T15:52:46Z,163,82,34.820948,-107.04033,,,,,
1567.2,2016-09-02T15:52:47Z,163,82,34.82103,-107.040387,,,,,
1567,2016-09-02T15:52:48Z,163,81,34.821111,-107.040442,,,,,
1566.8,2016-09-02T15:52:49Z,163,78,34.821193,-107.040497,,,,,
1567,2016-09-02T15:52:50Z,163,78,34.821274,-107.040552,,,,,
1567,2016-09-02T15:52:51Z,163,81,34.821354,-107.040607,,,,,
1567.4,2016-09-02T15:52:52Z,163,80,34.821437,-107.040662,,,,,
1567.4,2016-09-02T15:52:53Z,163,83,34.821519,-107.040718,,,,,
1567.6,2016-09-02T15:52:54Z,163,82,34.821601,-107.040775,,,,,
1567.6,2016-09-02T15:52:55Z,163,80,34.821685,-107.040831,,,,,
1567.8,2016-09-02T15:52:56Z,163,82,34.82177,-107.040888,,,,,
1567.8,2016-09-02T15:52:57Z,163,83,34.821854,-107.040946,,,,,
1567.8,2016-09-02T15:52:58Z,163,84,34.821938,-107.041004,,,,,
1568,2016-09-02T15:52:59Z,163,83,34.822022,-107.041063,,,,,
1568,2016-09-02T15:53:00Z,163,85,34.822107,-107.041122,,,,,
1568,2016-09-02T15:53:01Z,163,83,34.822193,-107.041181,,,,,
1567.8,2016-09-02T15:53:02Z,163,86,34.822279,-107.041241,,,,,
1567.6,2016-09-02T15:53:03Z,163,84,34.822366,-107.0413,,,,,
1567.8,2016-09-02T15:53:04Z,163,86,34.822453,-107.041359,,,,,
1567.6,2016-09-02T15:53:05Z,163,89,34.822541,-107.041418,,,,,
1567.8,2016-09-02T15:53:06Z,163,86,34.82263,-107.041477,,,,,
1567.4,2016-09-02T15:53:07Z,163,85,34.822718,-107.041537,,,,,
1567.4,2016-09-02T15:53:08Z,163,87,34.822806,-107.041597,,,,,
1567.2,2016-09-02T15:53:09Z,163,86,34.822893,-107.041656,,,,,
1567.4,2016-09-02T15:53:10Z,163,86,34.822979,-107.041716,,,,,
1567.4,2016-09-02T15:53:11Z,163,84,34.823065,-107.041776,,,,,
1567.2,2016-09-02T15:53:12Z,163,85,34.823151,-107.041835,,,,,
1567.6,2016-09-02T15:53:13Z,163,84,34.823238,-107.041894,,,,,
1567.8,2016-09-02T15:53:14Z,163,86,34.823325,-107.041951,,,,,
1567.6,2016-09-02T15:53:15Z,163,82,34.82341,-107.042008,,,,,
1568,2016-09-02T15:53:16Z,163,83,34.823495,-107.042066,,,,,
1568.2,2016-09-02T15:53:17Z,163,81,34.823579,-107.042123,,,,,
1567.8,2016-09-02T15:53:18Z,163,81,34.823664,-107.04218,,,,,
1568,2016-09-02T15:53:19Z,162,84,34.823748,-107.042237,,,,,
1568,2016-09-02T15:53:20Z,162,82,34.823833,-107.042294,,,,,
1568.2,2016-09-02T15:53:21Z,162,82,34.823916,-107.04235,,,,,
1568,2016-09-02T15:53:22Z,161,82,34.823998,-107.042405,,,,,
1568,2016-09-02T15:53:23Z,161,82,34.824077,-107.042458,,,,,
